"ID","lift","sq_mtrs","floor_build","available","log_cfees","stairs","hc","log_age","sell_price","logp_mq","baths_n","rooms_n","energy_class_1","energy_class_3","energy_class_4","energy_class_5","energy_class_6","energy_class_7","energy_class_8","cond_1","cond_2","cond_3","cond_4","cp_box","cp_shared","nord","est","sud","ovest","centro","feat_security_door","feat_centralized_tv_system","feat_optic_fiber","feat_balcony","feat_cellar","feat_video_entryphone","feat_electric_gate","feat_shared_garden","feat_full_day_concierge","feat_double_exposure"
6032,1,240,23,0,6.398595,2,1,4.394449,1300000,8.597236,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
6033,1,304,23,1,5.993961,2,0,4.189655,675000,7.70544,2,6,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
6034,0,58,20,1,4.615121,4,1,4.110874,185000,8.067668,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1
6035,1,35,23,1,4.615121,9,1,4.007333,159000,8.421311,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
6036,1,104,21,1,5.01728,7,1,2.079442,453000,8.379257,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
6037,1,125,22,1,5.252273,2,1,4.26268,995000,8.982184,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
6038,1,177,23,1,5.252273,8,0,2.197225,851000,8.478018,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
6039,1,155,18,1,4.615121,2,1,3.713572,382000,7.809751,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1
6040,1,140,18,1,4.836282,2,0,4.615121,699000,8.515764,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1
6041,1,96,19,1,5.525453,5,1,4.26268,405000,8.347294,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
6042,1,80,20,1,4.875197,2,0,4.615121,399000,8.51469,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
6043,1,70,23,1,5.351858,6,1,4.189655,399000,8.648221,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6044,1,50,22,0,4.615121,6,1,4.26268,279000,8.626944,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
6045,0,100,19,1,5.303305,2,1,4.70953,660000,8.794825,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
6046,1,62,22,1,5.062595,7,1,1.94591,411000,8.799214,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0
6047,1,108,20,0,5.01728,11,1,4.26268,535000,8.507891,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
6048,1,123,22,1,6.216606,2,1,4.26268,375000,8.022497,1,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
6049,1,75,23,0,5.01728,9,1,4.394449,418000,8.625749,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1
6050,1,281,23,1,5.303305,8,0,2.564949,775000,7.922264,3,5,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
6051,1,88,21,0,4.875197,6,1,4.394449,670000,8.937696,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
6052,1,52,19,1,5.01728,4,0,4.70953,5e+05,9.17112,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0
6053,0,55,18,1,5.068904,2,1,4.110874,160000,7.975596,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0
6054,1,55,2,1,4.70953,6,1,3.178054,380000,8.840593,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6055,1,56,22,1,5.01728,4,1,4.70953,299000,8.582847,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
6056,1,87,21,1,5.525453,2,1,4.26268,289000,8.108274,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
6057,1,68,18,1,5.01728,2,1,3.688879,379000,8.625784,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
6058,1,65,22,0,5.141664,3,1,4.26268,210000,8.080476,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1
6059,1,65,21,1,4.795791,11,1,4.51086,435000,8.808714,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
6060,0,77,1,1,5.303305,2,0,2.079442,589000,8.942376,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
6061,0,100,19,1,5.303305,5,0,5.442418,9e+05,9.10498,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
6062,1,112,20,1,5.525453,2,1,4.26268,620000,8.618976,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
6063,1,186,20,1,5.252273,6,1,2.079442,1183000,8.757817,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1
6064,1,106,19,1,4.394449,11,0,2.079442,546000,8.546935,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
6065,1,62,21,0,5.123964,5,1,4.26268,235000,8.240206,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
6066,1,120,23,1,5.525453,2,1,4.219508,269000,7.714975,1,4,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
6067,0,56,20,1,5.01728,2,0,4.394449,312000,8.625407,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
6068,1,65,21,1,5.141664,6,1,4.219508,208000,8.070906,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
6069,1,112,19,1,4.615121,2,0,2.772589,725000,8.775428,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6070,1,130,21,1,5.70711,2,0,1.791759,1104000,9.046916,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1
6071,1,140,3,1,5.347108,2,0,3.178054,580000,8.329141,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
6072,1,57,20,1,4.51086,2,0,4.394449,299000,8.565148,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
6073,1,50,20,1,4.430817,4,1,4.394449,249000,8.513185,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
6074,1,25,20,1,3.931826,6,0,4.615121,229000,9.122601,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
6075,1,210,23,1,5.252273,2,1,4.26268,1575000,8.922658,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
6076,1,143,12,1,5.252273,2,0,1.791759,1245000,9.071801,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
6077,1,65,23,1,5.303305,8,1,4.26268,298000,8.430461,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0
6078,1,123,18,1,5.01728,2,0,4.394449,720000,8.674822,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
6079,1,87,20,1,5.673323,4,1,4.51086,740000,9.048497,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1
6080,1,32,18,1,4.158883,4,0,5.442418,310000,9.178592,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
6081,1,30,18,1,3.931826,11,0,4.615121,149000,8.510504,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6082,1,165,21,1,6.035481,3,1,4.204693,1480000,9.101607,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
6083,0,100,20,0,5.342334,3,1,4.26268,305000,8.022897,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
6084,1,65,21,1,5.429346,5,1,4.26268,258000,8.286328,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0
6085,1,42,19,1,5.398163,3,0,4.110874,365000,9.069983,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
6086,0,58,12,1,4.615121,11,0,2.197225,265000,8.427042,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1
6087,1,56,21,1,5.252273,2,1,4.189655,280000,8.517193,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
6088,1,60,22,1,3.931826,11,0,4.110874,255000,8.354674,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0
6089,1,104,21,1,5.252273,5,1,1.609438,480700,8.438608,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
6090,1,57,22,1,5.081404,2,1,4.26268,429000,8.926161,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
6091,0,65,12,1,3.931826,11,0,4.615121,399000,8.722329,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6092,1,44,23,1,4.875197,2,1,4.110874,180000,8.316522,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
6093,1,110,21,1,4.615121,5,1,4.158883,719000,8.785136,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
6094,0,115,20,1,5.303305,4,1,4.26268,340000,7.991769,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
6095,1,96,18,1,4.219508,11,0,4.51086,395000,8.322293,1,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
6096,1,87,20,1,5.303305,2,0,4.615121,895000,9.238671,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0
6097,1,90,21,0,5.648974,3,1,4.26268,6e+05,8.804875,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
6098,1,150,23,1,5.883322,2,1,4.110874,610000,8.310579,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
6099,0,45,12,1,5.252273,2,0,4.51086,135000,8.006368,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
6100,1,180,6,1,5.860786,8,1,2.079442,1300000,8.884918,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0
6101,0,45,21,0,5.01728,2,1,4.26268,179000,8.288479,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
6102,1,70,21,0,5.525453,6,1,4.204693,270000,8.257682,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
6103,1,38,7,1,4.615121,7,1,3.135494,185000,8.490525,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0
6104,1,80,19,1,5.252273,4,0,4.26268,546000,8.828348,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
6105,1,95,21,1,5.525453,4,1,4.70953,6e+05,8.750808,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
6106,0,80,18,1,5.01728,3,1,4.26268,299000,8.226172,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1
6107,1,65,20,0,4.430817,2,0,4.26268,645000,9.202618,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6108,1,111,1,0,5.420535,11,1,4.615121,520000,8.452054,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6109,1,80,23,1,5.01728,2,1,4.189655,425000,8.577818,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0
6110,1,68,22,1,5.062595,5,1,1.94591,397000,8.672184,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0
6111,0,250,12,1,6.216606,11,1,4.26268,1550000,8.732305,3,5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1
6112,1,52,12,1,5.01728,2,1,1.94591,260000,8.517193,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
6113,1,32,19,1,4.26268,2,1,4.26268,138000,8.369273,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
6114,1,95,23,0,5.01728,7,0,3.850148,315000,8.106451,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1
6115,1,61,12,1,5.252273,3,0,1.791759,340000,8.625827,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
6116,1,70,21,1,5.123964,6,1,4.110874,270000,8.257682,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
6117,1,44,22,1,5.062595,5,1,1.94591,292000,8.800319,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0
6118,0,67,19,1,4.110874,2,0,4.615121,347000,8.552387,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1
6119,1,55,21,1,4.836282,7,1,4.26268,179000,8.087808,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0
6120,1,65,21,1,5.587249,2,1,4.077537,445000,8.831442,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1
6121,1,71,22,1,5.252273,4,0,1.94591,470000,8.797808,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
6122,1,111,7,1,5.525453,9,1,1.94591,943500,9.047821,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1
6123,1,105,19,1,5.252273,3,0,4.26268,692000,8.793381,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
6124,0,78,20,1,5.141664,5,1,4.26268,420000,8.591301,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
6125,0,68,12,0,5.252273,2,0,4.394449,220000,8.081875,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1
6126,0,83,12,1,3.433987,2,1,1.94591,330000,8.288007,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
6127,1,75,19,1,3.73767,2,0,4.875197,345000,8.433812,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
6128,1,88,20,1,5.351858,2,1,4.189655,295000,8.117394,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0
6129,0,52,18,1,4.330733,4,0,4.394449,165000,8.062457,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
6130,1,52,20,1,5.081404,5,1,4.26268,220000,8.350139,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1
6131,1,30,21,1,4.532599,5,1,4.26268,189000,8.748305,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0
6132,1,58,20,1,4.615121,5,0,4.394449,209000,8.189647,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
6133,1,105,21,1,5.455321,2,1,4.394449,335000,8.067925,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6134,1,200,23,1,6.566672,3,1,4.26268,2178000,9.2956,3,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1
6135,1,124,24,1,5.525453,8,1,4.110874,359000,7.970796,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0
6136,1,75,20,1,5.252273,5,1,4.26268,352000,8.453898,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
6137,0,60,19,0,4.394449,2,0,4.110874,228000,8.242756,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0
6138,1,115,19,0,5.484797,2,0,4.615121,499000,8.375429,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
6139,1,90,23,1,5.70711,2,1,4.26268,560000,8.735882,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1
6140,0,59,1,1,5.252273,11,1,4.26268,270000,8.42864,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6141,1,150,23,1,6.43935,4,1,4.110874,780000,8.556414,2,4,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1
6142,1,83,20,0,5.673323,5,1,4.248495,260000,8.049596,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1
6143,1,100,20,0,5.802118,5,1,4.26268,318000,8.064636,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1
6144,1,50,22,1,5.01728,3,1,4.394449,285000,8.648221,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
6145,1,90,20,1,5.342334,2,1,4.26268,570000,8.753582,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
6146,1,152,19,1,5.252273,4,1,4.143135,905000,8.69181,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0
6147,1,84,19,1,5.303305,3,1,4.26268,404000,8.478353,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
6148,1,85,22,1,5.70711,5,1,4.26268,525000,8.728502,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0
6149,1,65,20,1,5.01728,2,1,4.394449,3e+05,8.43715,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
6150,1,61,20,1,5.525453,3,0,3.433987,525000,9.06028,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1
6151,1,192,23,1,6.43935,5,1,4.110874,1445000,8.926125,2,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1
6152,1,70,20,1,5.081404,3,1,4.26268,179000,7.846646,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0
6153,1,120,18,1,5.303305,3,1,2.197225,990000,9.017968,2,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1
6154,0,90,24,1,4.394449,2,1,4.060443,340000,8.236891,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6155,1,100,22,1,5.56452,6,1,4.26268,720000,8.881836,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1
6156,1,135,20,1,5.01728,2,0,4.875197,950000,8.858942,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
6157,0,74,12,1,4.51086,2,0,2.079442,318000,8.365742,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
6158,1,50,19,1,4.615121,2,0,3.931826,210000,8.34284,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
6159,1,85,22,1,5.252273,6,1,1.94591,525000,8.728502,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6160,1,100,18,1,5.141664,3,0,3.713572,325000,8.08641,1,3,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
6161,1,120,18,1,5.252273,2,1,4.110874,360000,8.006368,2,4,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
6162,1,130,21,1,5.929589,2,1,4.110874,1420000,9.298633,2,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
6163,0,51,20,1,4.532599,4,1,4.110874,198000,8.264197,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
6164,1,53,20,1,5.342334,3,1,4.394449,195000,8.210463,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1
6165,1,65,19,1,5.525453,11,1,3.401197,324000,8.514112,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6166,0,102,12,1,5.303305,11,1,1.94591,536000,8.566917,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0
6167,1,73,21,1,5.252273,5,1,1.94591,266450,8.202482,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1
6168,0,280,12,1,5.771441,2,0,4.875197,950000,8.129428,2,6,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1
6169,1,82,23,1,5.303305,5,1,4.110874,259000,8.057864,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6170,0,90,20,1,4.615121,11,0,4.615121,299000,8.108389,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
6171,1,140,1,1,5.252273,2,1,4.26268,810000,8.663147,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6172,0,50,20,1,4.615121,3,1,4.26268,163000,8.089482,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
6173,1,90,20,1,5.673323,4,1,4.394449,495000,8.612503,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
6174,1,53,21,0,5.141664,4,0,3.091042,295000,8.624439,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
6175,1,90,21,1,4.836282,2,1,4.394449,320000,8.176267,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
6176,0,69,1,1,2.639057,11,0,4.26268,248000,8.187078,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6177,1,84,21,1,5.123964,2,1,4.26268,289000,8.143365,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
6178,1,55,20,0,4.795791,4,0,4.615121,358000,8.780955,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
